9065 0.0145781
0.522209 0.2664 0.392585
0.475863 0.243582 0.377321
0.407005 0.268509 0.695655
0.464674 0.234862 0.376098
0.59061 0.249836 0.661894
0.604923 0.274282 0.624662
0.267322 0.325318 0.69429
0.316816 0.302671 0.705488
0.464806 0.223283 0.402932
0.324644 0.312419 0.737584
0.245897 0.314598 0.653219
0.231031 0.30049 0.51865
0.47382 0.229015 0.396408
0.460005 0.185001 0.43488
0.431075 0.282583 0.758825
0.319869 0.256486 0.654531
0.513708 0.254776 0.70603
0.352249 0.215544 0.635834
0.531083 0.267337 0.529592
0.23055 0.293005 0.542109
0.226518 0.299346 0.534706
0.255912 0.261747 0.567358
0.480617 0.261377 0.472988
0.453047 0.188414 0.445349
0.260239 0.302633 0.652273
0.371528 0.262802 0.66758
0.529903 0.265176 0.397891
0.474395 0.190453 0.439737
0.260128 0.280452 0.387118
0.42222 0.224821 0.420084
0.352918 0.282319 0.673973
0.444123 0.268905 0.605886
0.41785 0.234023 0.400104
0.566757 0.241725 0.461063
0.230607 0.304756 0.562499
0.427601 0.274561 0.644568
0.466133 0.271877 0.564161
0.413019 0.230994 0.40519
0.548034 0.266415 0.561545
0.521163 0.266215 0.413809
0.371682 0.262268 0.32294
0.219412 0.314564 0.592488
0.302539 0.214265 0.513956
0.255614 0.325561 0.679519
0.471612 0.262889 0.448405
0.453387 0.21732 0.384737
0.466031 0.2393 0.374673
0.553161 0.265017 0.619168
0.48836 0.214215 0.453268
0.518232 0.262368 0.600294
0.46276 0.280639 0.753084
0.53353 0.204238 0.666323
0.334131 0.212543 0.394638
0.283486 0.266584 0.581404
0.342026 0.285524 0.684287
0.353248 0.281965 0.697998
0.384788 0.283296 0.743443
0.545011 0.265623 0.457264
0.455587 0.221406 0.384019
0.520281 0.26671 0.538372
0.521138 0.209413 0.422802
0.437073 0.285359 0.739661
0.496554 0.206208 0.39706
0.311255 0.315693 0.729838
0.33176 0.290081 0.683188
0.383412 0.282706 0.7077
0.421126 0.27374 0.686237
0.470517 0.268679 0.568579
0.485642 0.230774 0.390027
0.477679 0.23239 0.377864
0.498139 0.210214 0.389622
0.581915 0.24502 0.699679
0.39392 0.201299 0.506675
0.489563 0.223019 0.478285
0.615615 0.273733 0.721176
0.540779 0.27408 0.74197
0.487507 0.279143 0.754165
0.227853 0.310624 0.603916
0.326927 0.287695 0.693431
0.472848 0.255128 0.542586
0.556268 0.265599 0.619688
0.501765 0.235438 0.390717
0.617442 0.27246 0.64819
0.503371 0.210104 0.404202
0.589656 0.274239 0.727061
0.567795 0.254599 0.720758
0.631972 0.271438 0.685895
0.370572 0.299352 0.755506
0.26197 0.30879 0.670389
0.274602 0.3015 0.670118
0.346236 0.29118 0.703889
0.403882 0.255149 0.571822
0.436194 0.221418 0.429906
0.601844 0.25797 0.683388
0.621068 0.272303 0.656274
0.598855 0.274068 0.60833
0.574684 0.234972 0.677824
0.54554 0.156709 0.542394
0.359884 0.303237 0.752042
0.301626 0.262468 0.618935
0.528485 0.229169 0.717221
0.50643 0.213615 0.693826
0.530234 0.218079 0.679319
0.590095 0.273423 0.713279
0.611081 0.271983 0.711544
0.555653 0.221038 0.430233
0.505661 0.190707 0.432047
0.613427 0.272257 0.533155
0.31301 0.228351 0.5828
0.232906 0.30728 0.613897
0.241007 0.293366 0.524378
0.328011 0.284874 0.702459
0.533298 0.226602 0.697125
0.522885 0.226544 0.702849
0.508666 0.224733 0.391208
0.414084 0.197215 0.470077
0.581016 0.266892 0.449263
0.604874 0.266763 0.692984
0.399901 0.207465 0.652766
0.27391 0.288546 0.657881
0.257507 0.305963 0.65083
0.224435 0.318662 0.616753
0.232684 0.287922 0.528904
0.526392 0.216484 0.700502
0.526241 0.214815 0.674916
0.469165 0.23644 0.386528
0.600745 0.274939 0.729516
0.511381 0.211787 0.410887
0.373862 0.267822 0.564279
0.46967 0.153406 0.496273
0.312249 0.281486 0.671093
0.323247 0.275396 0.696445
0.483625 0.262145 0.752186
0.458165 0.233752 0.721195
0.513851 0.262198 0.410642
0.621459 0.272414 0.665573
0.356163 0.192458 0.571045
0.430981 0.267326 0.515578
0.508303 0.223035 0.694716
0.584585 0.270865 0.554189
0.495208 0.242426 0.412176
0.271354 0.278129 0.559861
0.432619 0.246856 0.496026
0.421803 0.243902 0.508002
0.371577 0.254435 0.570878
0.440081 0.215233 0.402815
0.498242 0.265126 0.413698
0.588021 0.265434 0.666118
0.265013 0.278048 0.554746
0.309557 0.267495 0.61881
0.396188 0.249823 0.573374
0.415159 0.224604 0.426729
0.445267 0.218572 0.381866
0.510004 0.26042 0.397621
0.566476 0.240642 0.462058
0.54902 0.219937 0.436544
0.472304 0.212192 0.444987
0.526664 0.267916 0.636643
0.368867 0.215375 0.639545
0.234705 0.298593 0.55655
0.343307 0.280392 0.692317
0.381082 0.278888 0.659526
0.432467 0.265038 0.621568
