9065 0.0145781
0.470408 0.280064 0.511474
0.45599 0.276332 0.478263
0.338012 0.228473 0.44339
0.457991 0.274413 0.472503
0.472491 0.246837 0.694643
0.522604 0.259957 0.693481
0.200683 0.329186 0.495459
0.298781 0.21822 0.497682
0.431516 0.258152 0.500859
0.208862 0.312782 0.533534
0.195041 0.334218 0.456127
0.258255 0.304498 0.361976
0.430296 0.263402 0.500787
0.497808 0.227866 0.536096
0.198892 0.32916 0.52705
0.287425 0.240868 0.415066
0.347989 0.209135 0.545692
0.443369 0.183241 0.365344
0.406857 0.270709 0.595052
0.241098 0.313397 0.382917
0.245555 0.311069 0.367206
0.257956 0.274804 0.387489
0.362443 0.283657 0.50828
0.488341 0.222729 0.547
0.198303 0.337581 0.429306
0.342902 0.233864 0.412367
0.466809 0.274021 0.525937
0.487544 0.223189 0.564562
0.404676 0.283751 0.242097
0.435248 0.262319 0.459732
0.298322 0.24182 0.482436
0.340036 0.250868 0.47091
0.443278 0.275192 0.439447
0.501069 0.243435 0.633105
0.232247 0.316472 0.418828
0.33106 0.245297 0.487196
0.329497 0.279462 0.533036
0.446795 0.271641 0.439392
0.410136 0.267792 0.616787
0.443993 0.274779 0.531491
0.500053 0.287583 0.29817
0.235189 0.312655 0.393486
0.470007 0.205271 0.314729
0.205054 0.329995 0.489043
0.366156 0.292249 0.486705
0.469461 0.263665 0.477282
0.459323 0.277358 0.468896
0.375663 0.265214 0.635107
0.461447 0.210511 0.598841
0.354074 0.259231 0.586208
0.297737 0.256982 0.636183
0.36369 0.204418 0.603376
0.482399 0.234095 0.274878
0.280492 0.266601 0.390434
0.2983 0.23277 0.493298
0.301699 0.228802 0.470088
0.311277 0.21422 0.545385
0.445016 0.267879 0.579761
0.461924 0.265973 0.477734
0.38463 0.279328 0.585131
0.473526 0.232808 0.590455
0.264392 0.277722 0.611853
0.476465 0.248257 0.534081
0.207966 0.327929 0.518639
0.296427 0.232333 0.511507
0.309102 0.230112 0.529507
0.338079 0.232093 0.458038
0.34224 0.261155 0.523428
