9065 0.0145781
0.515065 0.277569 0.383826
0.473173 0.25319 0.369138
0.456331 0.272028 0.706707
0.463157 0.243386 0.368928
0.598562 0.268547 0.676157
0.606342 0.296925 0.63722
0.327476 0.281289 0.704367
0.375764 0.281011 0.717534
0.465317 0.22973 0.398998
0.383436 0.288594 0.746656
0.304634 0.267306 0.662657
0.28395 0.252621 0.520981
0.472526 0.236412 0.391596
0.460373 0.187 0.436055
0.476535 0.295153 0.77151
0.367706 0.241237 0.673688
0.542429 0.275616 0.717001
0.391275 0.208086 0.653878
0.538123 0.287831 0.529436
0.281945 0.246446 0.551308
0.278561 0.249261 0.542033
0.301798 0.229388 0.583771
0.492944 0.278133 0.464738
0.455464 0.190949 0.446689
0.317903 0.265449 0.665336
0.42315 0.258685 0.680721
0.520774 0.276289 0.391119
0.473786 0.193012 0.440717
0.291352 0.25923 0.375332
0.432318 0.22953 0.416885
0.41297 0.273276 0.682562
0.483622 0.284353 0.603956
0.427468 0.240551 0.39399
0.554433 0.248419 0.465824
0.287596 0.255689 0.570588
0.475038 0.285112 0.646282
0.49448 0.291896 0.562147
0.423712 0.236505 0.399896
0.553129 0.290593 0.565877
0.515454 0.280788 0.409459
0.380119 0.269329 0.307788
0.275558 0.258788 0.610063
0.33289 0.197312 0.522774
0.316521 0.277199 0.689055
0.483991 0.27978 0.438956
0.453388 0.223369 0.380006
0.464491 0.24846 0.366712
0.564364 0.288338 0.625876
0.489345 0.219693 0.453183
0.536546 0.284289 0.603159
0.502955 0.297804 0.76496
0.550705 0.215294 0.679506
0.34903 0.206199 0.393324
0.333511 0.239886 0.594124
0.401194 0.273158 0.695154
0.40957 0.272935 0.710499
0.437726 0.282734 0.758697
0.536404 0.282201 0.455267
0.45547 0.227973 0.378879
0.531389 0.288646 0.537476
0.513288 0.212375 0.42331
0.483702 0.298337 0.749231
0.49022 0.210026 0.395073
0.370608 0.289001 0.739166
0.392504 0.274679 0.693498
0.439145 0.280347 0.717502
0.470989 0.281458 0.693034
0.497877 0.287887 0.566275
0.481692 0.238301 0.384926
0.473923 0.240381 0.371535
0.491055 0.214549 0.386944
0.595205 0.265768 0.71576
0.413081 0.199851 0.510797
0.49413 0.230776 0.478616
0.628412 0.298285 0.73479
0.57093 0.302904 0.755243
0.522122 0.297435 0.766503
0.28603 0.258414 0.61633
0.383782 0.272347 0.707166
0.494984 0.272069 0.541301
0.566825 0.288366 0.626743
0.495353 0.24297 0.385769
0.619353 0.296865 0.658785
0.496757 0.214134 0.402536
0.606548 0.301045 0.734341
0.586166 0.278452 0.735831
0.635391 0.296893 0.697138
0.426482 0.292521 0.768846
0.320622 0.270764 0.681388
0.332767 0.269431 0.682493
0.405183 0.279066 0.71519
0.445644 0.261911 0.5748
0.444473 0.226378 0.427599
0.609481 0.27947 0.696605
0.624293 0.297312 0.666807
0.599271 0.293111 0.620853
0.587182 0.251916 0.693099
0.542174 0.158077 0.553486
0.411779 0.292935 0.764968
0.352033 0.2403 0.634691
0.552902 0.247752 0.734261
