9065 0.0145781
0.555702 0.303416 0.3289
0.520792 0.287595 0.30953
0.379587 0.238165 0.609316
0.513088 0.278495 0.309835
0.572061 0.233953 0.646826
0.599015 0.256789 0.61565
0.287144 0.264023 0.644973
0.318878 0.249689 0.649339
0.510371 0.256981 0.34467
0.364772 0.25879 0.707783
0.250279 0.263102 0.562804
0.264883 0.275511 0.420979
0.517545 0.264376 0.339127
0.518081 0.21058 0.372048
0.422536 0.249535 0.724272
0.309043 0.22385 0.5516
0.465788 0.227378 0.666595
0.346222 0.189481 0.535146
0.539917 0.258874 0.501885
0.260543 0.267474 0.445007
0.257902 0.272875 0.439054
0.278372 0.236344 0.454384
0.490656 0.271202 0.413397
0.510141 0.20949 0.383891
0.266271 0.256368 0.573877
0.355069 0.231223 0.569553
0.561462 0.297619 0.338709
0.525537 0.213868 0.387287
0.305076 0.302018 0.291131
0.471663 0.248 0.346435
0.345586 0.244288 0.582042
0.430391 0.244752 0.520303
0.468177 0.264169 0.321147
0.586796 0.253257 0.438193
0.261962 0.271141 0.468398
0.416523 0.246476 0.557602
0.460423 0.258745 0.494361
0.464296 0.258892 0.325206
0.547701 0.253483 0.53727
0.55264 0.293783 0.358438
0.45349 0.326081 0.225468
0.243146 0.267303 0.47571
0.354525 0.200395 0.394345
0.276307 0.260986 0.623297
0.489774 0.2805 0.379095
0.507347 0.258329 0.31728
0.513628 0.284012 0.30654
0.537926 0.244603 0.59859
0.521488 0.230841 0.416109
0.506814 0.242668 0.569823
0.441078 0.244437 0.710529
0.500708 0.193866 0.652466
0.402259 0.246844 0.279372
0.305436 0.238832 0.463546
0.334689 0.247837 0.601823
0.339905 0.244422 0.621516
0.381834 0.243828 0.693111
0.566823 0.275085 0.420144
0.507776 0.262315 0.318076
0.526734 0.256664 0.506574
0.556268 0.237058 0.386623
0.419674 0.249199 0.688554
0.543162 0.243455 0.34674
0.340579 0.264256 0.703486
0.32824 0.249888 0.602701
0.366822 0.249675 0.630832
0.39651 0.239719 0.601385
0.461814 0.250864 0.499048
0.52916 0.268132 0.33429
0.524546 0.274821 0.316615
0.545027 0.249901 0.338532
0.550921 0.227729 0.683854
0.45213 0.191218 0.430063
0.512831 0.231109 0.444375
0.617498 0.261974 0.719637
0.52995 0.24997 0.724637
0.461067 0.246886 0.716981
0.252029 0.265195 0.499179
0.320489 0.246277 0.61826
0.471519 0.245548 0.480345
0.541293 0.24522 0.599971
0.542432 0.27186 0.338291
0.610572 0.257058 0.650369
0.545464 0.24412 0.358712
0.586659 0.257021 0.716772
0.536933 0.23187 0.697988
0.63054 0.263196 0.693303
0.398342 0.255524 0.726208
0.273103 0.259761 0.612197
0.280168 0.253038 0.596169
0.338013 0.24815 0.638932
0.408057 0.236607 0.471853
0.482343 0.242401 0.363607
0.585514 0.240417 0.672386
0.615377 0.256803 0.663134
0.594904 0.256796 0.594914
0.543263 0.219422 0.664297
0.58813 0.161483 0.495036
0.39363 0.254753 0.714542
0.309949 0.228672 0.506667
0.469276 0.209272 0.690855
0.453657 0.195007 0.655942
0.486359 0.203623 0.655619
0.580634 0.251096 0.703867
0.608178 0.258488 0.706899
0.582599 0.244658 0.401449
0.549574 0.218804 0.385274
0.613728 0.267894 0.511844
0.339394 0.201329 0.463725
0.248773 0.263733 0.502923
0.2743 0.272589 0.421623
0.318736 0.240522 0.623089
0.480514 0.209973 0.67253
0.465494 0.208151 0.672258
0.549183 0.26178 0.344103
0.473567 0.203235 0.398638
0.602769 0.28096 0.408591
