9065 0.0145781
0.545004 0.305152 0.313861
0.491871 0.278187 0.30656
0.451163 0.228851 0.648885
0.478758 0.267287 0.309493
0.619133 0.23084 0.6023
0.63537 0.261369 0.551454
0.298011 0.254546 0.640038
0.357952 0.242403 0.657535
0.476318 0.247685 0.339687
0.368451 0.244954 0.690023
0.274275 0.256848 0.590204
0.249216 0.283362 0.482291
0.48634 0.256179 0.330179
0.463178 0.199666 0.382077
0.47092 0.24096 0.723507
0.348731 0.219269 0.615833
0.551453 0.228187 0.655582
0.380465 0.188985 0.599565
0.561248 0.274296 0.4405
0.24848 0.270713 0.502954
0.244471 0.277627 0.497539
0.27681 0.23601 0.528813
0.509837 0.279567 0.387186
0.456973 0.201917 0.39202
0.289594 0.251698 0.595571
0.412798 0.224503 0.621388
0.551491 0.302217 0.318749
0.478617 0.204932 0.383636
0.288653 0.278181 0.348565
0.437495 0.24369 0.361831
0.399109 0.237422 0.621101
0.483721 0.251351 0.531894
0.435342 0.257786 0.339388
0.581144 0.260265 0.38543
0.252188 0.277222 0.518312
0.472644 0.243999 0.578854
0.500615 0.264506 0.484949
0.429882 0.252727 0.346465
0.575 0.265124 0.47905
0.544375 0.299354 0.333746
0.399509 0.299594 0.265252
0.237528 0.273859 0.548879
0.315446 0.207113 0.476998
0.28219 0.25718 0.622875
0.502391 0.286003 0.364759
0.463926 0.244108 0.325409
0.481253 0.273128 0.306328
0.583944 0.250537 0.545747
0.498569 0.228684 0.388194
0.550401 0.250454 0.523736
0.503389 0.240931 0.711623
0.560054 0.185132 0.616444
0.345208 0.224321 0.355642
0.309264 0.239676 0.536368
0.386011 0.237135 0.63517
0.394799 0.234531 0.652448
0.427232 0.234599 0.706226
0.570433 0.292547 0.369164
0.466932 0.249047 0.323009
0.551799 0.27036 0.45116
0.528403 0.228859 0.359403
0.481007 0.244566 0.695229
0.503036 0.230301 0.336615
0.35371 0.245533 0.69035
0.375918 0.239391 0.632311
0.430313 0.23575 0.659927
0.468055 0.236179 0.63281
0.504898 0.259411 0.488786
0.497947 0.260132 0.322328
0.490398 0.264499 0.310887
0.505162 0.236465 0.328223
0.612215 0.223764 0.649278
0.404022 0.202709 0.457414
0.503372 0.234136 0.409372
0.651438 0.251167 0.668486
0.58364 0.245202 0.699031
0.52678 0.242285 0.715017
0.252231 0.266688 0.551975
