9065 0.0145781
0.549069 0.308332 0.378792
0.51421 0.276464 0.350493
0.403386 0.234449 0.612396
0.504823 0.265216 0.347221
0.587688 0.231343 0.610855
0.603917 0.26916 0.569992
0.277869 0.257789 0.614848
0.322185 0.241527 0.633998
0.5033 0.252842 0.372491
0.382514 0.232244 0.68321
0.253485 0.265552 0.565515
0.259577 0.280179 0.466611
0.510894 0.260016 0.368758
0.503309 0.202971 0.391437
0.456806 0.226857 0.7036
0.315258 0.225785 0.566614
0.50299 0.219887 0.646271
0.349711 0.192366 0.55664
0.546296 0.29661 0.493919
0.25328 0.276354 0.481978
0.250088 0.280036 0.477515
0.27114 0.240073 0.49194
0.503538 0.297085 0.440246
0.496308 0.205133 0.400962
0.26485 0.260339 0.570333
0.371018 0.23485 0.582068
0.555455 0.30607 0.384199
0.513648 0.210712 0.400799
0.298849 0.262617 0.355754
0.464247 0.243886 0.378702
0.359947 0.247799 0.588831
0.450327 0.265088 0.535306
0.460837 0.254291 0.360713
0.582065 0.27437 0.439344
0.255062 0.284326 0.494095
0.435074 0.259638 0.565994
0.477666 0.289013 0.504745
0.456357 0.249546 0.363771
0.55407 0.284511 0.519808
0.548846 0.309759 0.401083
0.444273 0.281391 0.276249
0.234649 0.275938 0.509905
0.338547 0.198259 0.438209
0.265247 0.260555 0.598009
0.501247 0.299881 0.418688
0.495978 0.244006 0.348897
0.506094 0.270549 0.346305
0.553766 0.25934 0.567223
0.517755 0.239581 0.422725
0.522063 0.26358 0.549106
0.483412 0.224716 0.690342
0.522003 0.18407 0.624678
0.382411 0.219607 0.330804
0.303451 0.244864 0.501071
0.346423 0.245453 0.601912
0.353379 0.238425 0.618491
0.404037 0.224625 0.678481
0.563371 0.30923 0.437621
0.497378 0.249009 0.350483
0.533772 0.292783 0.499855
0.549524 0.238757 0.397669
0.45829 0.233538 0.673186
0.532348 0.234216 0.368846
0.350061 0.240527 0.676515
0.337805 0.24714 0.601554
0.388263 0.239919 0.627332
0.42236 0.242283 0.603586
0.480127 0.280078 0.510114
0.521596 0.262301 0.364454
0.515814 0.26319 0.351134
0.534019 0.239203 0.362764
0.577187 0.215712 0.649205
0.436261 0.197131 0.447893
0.513459 0.246345 0.446095
0.653201 0.238877 0.65624
0.562736 0.230161 0.686459
0.505625 0.228121 0.691552
0.243627 0.274383 0.521976
0.327574 0.241189 0.612674
0.485228 0.272252 0.491718
0.557003 0.259978 0.567712
0.535216 0.268862 0.368288
0.619474 0.25994 0.593422
0.536505 0.239387 0.378017
0.618867 0.23769 0.662737
0.567691 0.218321 0.66448
0.654685 0.248263 0.628064
0.41021 0.226985 0.698432
0.263272 0.259797 0.592045
0.27902 0.253878 0.587645
0.3505 0.239767 0.629264
0.420465 0.254868 0.499141
0.476071 0.242416 0.390198
0.605428 0.233767 0.628649
0.628303 0.255478 0.604359
0.598739 0.273229 0.556643
0.565275 0.211799 0.631485
0.576303 0.159556 0.495549
0.403489 0.227793 0.692396
0.311762 0.23537 0.533698
0.507295 0.195591 0.666831
0.483535 0.184733 0.640076
0.513553 0.19378 0.632462
0.609315 0.237366 0.652298
0.637597 0.240737 0.648364
0.576974 0.25256 0.408605
0.539415 0.214697 0.397913
0.614557 0.295703 0.498761
0.332013 0.206428 0.499003
0.242313 0.273439 0.527227
0.270231 0.274846 0.4683
0.326836 0.234351 0.618708
0.513676 0.198033 0.64852
0.501085 0.195874 0.651493
0.540745 0.257105 0.369269
0.459328 0.203825 0.418172
0.592787 0.30829 0.432132
0.615584 0.240077 0.634453
0.381915 0.187305 0.583915
0.274076 0.252896 0.574247
0.262719 0.262084 0.5679
0.230624 0.279531 0.525645
0.254377 0.269644 0.471792
0.504404 0.187619 0.65221
0.510483 0.191412 0.627944
0.507277 0.267818 0.358359
0.633027 0.236286 0.66186
0.54204 0.241629 0.385997
0.396818 0.26694 0.489755
0.513949 0.158124 0.440272
0.314394 0.243865 0.58546
0.317338 0.229087 0.607698
0.483114 0.210725 0.689976
0.433171 0.196415 0.655201
0.542693 0.304747 0.394995
0.632509 0.254472 0.612329
0.381525 0.173717 0.498012
0.454348 0.29079 0.464303
0.486119 0.193444 0.639502
0.589661 0.29037 0.512024
0.525951 0.278337 0.38895
0.29789 0.258526 0.48683
0.456652 0.266061 0.446419
0.446028 0.257133 0.453753
0.391498 0.245946 0.493495
0.482342 0.23828 0.363709
0.530293 0.306578 0.39398
0.589113 0.246247 0.609779
0.291127 0.257762 0.483355
0.322325 0.240855 0.533075
0.413223 0.24508 0.499018
0.457339 0.241559 0.38309
0.488384 0.243403 0.345566
0.540074 0.300844 0.379615
0.581747 0.272904 0.440101
0.570648 0.250773 0.414394
0.505953 0.236326 0.411345
0.526974 0.258955 0.581566
0.361505 0.19494 0.566158
0.258666 0.280909 0.490427
0.342721 0.239006 0.611518
0.392156 0.254598 0.572071
0.439548 0.255205 0.545776
0.453593 0.235954 0.386226
0.497074 0.299796 0.398571
0.54838 0.276243 0.54601
0.557373 0.256759 0.488342
0.463264 0.22645 0.419101
0.527785 0.252304 0.617415
0.481348 0.189945 0.570743
0.51979 0.27123 0.517103
0.284168 0.272833 0.471281
0.405534 0.257046 0.543936
0.441784 0.25966 0.532941
0.420739 0.245221 0.59158
0.489202 0.295241 0.39866
0.498947 0.252195 0.356924
0.545458 0.262219 0.515899
0.556549 0.25163 0.596183
0.446541 0.215585 0.435184
0.544622 0.251424 0.619274
0.522352 0.231419 0.654653
0.546405 0.237842 0.651113
0.666727 0.269206 0.487066
0.268031 0.268439 0.474829
0.368081 0.253015 0.584747
0.424746 0.250421 0.608745
0.463108 0.258363 0.458105
0.469199 0.277605 0.510091
0.379732 0.239819 0.65663
0.548034 0.231316 0.584373
0.562231 0.247419 0.612326
0.460304 0.227589 0.685866
0.546788 0.27146 0.560989
0.46993 0.194355 0.602411
0.467475 0.191043 0.567385
0.56165 0.245028 0.632225
0.291982 0.255558 0.634458
0.262515 0.277131 0.519867
0.358515 0.243467 0.603805
0.421226 0.240417 0.633224
0.385684 0.248265 0.494614
