9065 0.0145781
0.502058 0.266005 0.505386
0.489425 0.255214 0.441874
0.332885 0.241975 0.5867
0.487198 0.251112 0.431212
0.502119 0.288595 0.745273
0.523966 0.324127 0.750595
0.24575 0.297881 0.630085
0.285348 0.254827 0.613732
0.473769 0.242439 0.475421
0.333952 0.309627 0.740945
0.22163 0.300699 0.550418
0.25177 0.2805 0.433729
0.47781 0.246572 0.476381
0.511085 0.210884 0.472828
0.376955 0.327399 0.775986
0.288762 0.229777 0.518217
0.36857 0.26512 0.682377
0.367886 0.177007 0.47897
0.476212 0.297274 0.66747
0.242822 0.281972 0.455743
0.239307 0.287567 0.455964
0.263359 0.251264 0.437402
0.431254 0.274571 0.541643
0.501627 0.210323 0.488622
0.212759 0.30959 0.559348
0.327894 0.229712 0.53468
0.50419 0.265684 0.522853
0.506351 0.215194 0.505873
0.316543 0.291271 0.287405
0.45428 0.237373 0.435613
0.302729 0.257325 0.580602
0.367401 0.254721 0.55858
0.456656 0.247711 0.404355
0.526413 0.259624 0.620785
0.24109 0.292259 0.491731
0.352168 0.262362 0.585234
0.395149 0.286705 0.584815
0.455927 0.24419 0.40433
0.479573 0.30567 0.697304
0.492215 0.271412 0.545833
0.467684 0.290813 0.252879
0.221051 0.292676 0.484569
0.397566 0.192207 0.368865
0.232767 0.300285 0.603918
0.433935 0.272724 0.50907
0.490423 0.240471 0.425275
0.487372 0.253573 0.429164
0.461236 0.305372 0.724095
0.477992 0.228816 0.566026
0.428188 0.290348 0.677979
0.370284 0.299168 0.746999
0.411553 0.24074 0.703119
0.432259 0.231259 0.28648
0.289905 0.24414 0.450382
0.292857 0.258935 0.594156
0.297862 0.250363 0.596507
0.312827 0.267654 0.671931
0.498345 0.281055 0.612579
0.487386 0.242859 0.430473
0.460492 0.29503 0.662372
0.509073 0.23323 0.543335
0.345618 0.29935 0.723497
0.511502 0.233214 0.478284
0.323636 0.314137 0.738207
0.287263 0.264532 0.598624
0.306969 0.269381 0.624579
0.340944 0.24887 0.59217
0.391084 0.275512 0.580234
0.488641 0.247301 0.477999
0.493734 0.24922 0.447275
0.513085 0.236271 0.47012
0.465117 0.279859 0.751347
0.477473 0.188375 0.483343
0.462598 0.23586 0.588003
0.503765 0.331519 0.797521
0.443292 0.317766 0.783836
0.393164 0.316783 0.768294
0.227925 0.299029 0.508706
0.281952 0.265682 0.607243
0.405344 0.265096 0.566809
0.465208 0.307275 0.727398
0.496719 0.249038 0.49645
0.523492 0.329297 0.768642
0.50621 0.235134 0.503641
0.478134 0.326858 0.791462
0.442489 0.282082 0.74827
0.522375 0.331808 0.78774
0.365804 0.329054 0.77418
0.225041 0.305709 0.591387
0.22935 0.301099 0.587008
0.291976 0.254726 0.608445
0.368264 0.23891 0.493155
0.456215 0.234074 0.468576
0.505354 0.299176 0.763045
0.522675 0.32747 0.772646
0.521136 0.320765 0.74155
0.463443 0.270884 0.737617
0.587624 0.161334 0.501984
0.353723 0.322429 0.762157
0.292992 0.23346 0.481412
0.364925 0.249946 0.700853
0.371361 0.225299 0.660182
