9065 0.0145781
0.50169 0.340236 0.188887
0.523545 0.326254 0.197295
0.471103 0.346305 0.187413
0.512977 0.326931 0.199901
0.540387 0.334934 0.196859
0.562434 0.327595 0.204067
0.3682 0.462682 0.178042
0.445604 0.408565 0.166738
0.505845 0.374378 0.173576
0.346052 0.512431 0.186081
0.400643 0.460143 0.166887
0.44612 0.443377 0.15901
0.518461 0.420404 0.159783
0.579402 0.395753 0.175619
0.364823 0.487304 0.177536
0.434842 0.407758 0.168932
0.492582 0.393737 0.166795
0.493938 0.493031 0.15031
0.538503 0.461408 0.154444
0.41096 0.455586 0.164751
0.437469 0.461964 0.157897
0.463069 0.479695 0.152682
0.517316 0.447024 0.15475
0.552736 0.429674 0.161345
0.426425 0.480792 0.158512
0.515266 0.469978 0.152467
0.536809 0.482825 0.152443
0.568397 0.511867 0.157076
0.496132 0.465732 0.154164
0.521504 0.456479 0.15712
0.409333 0.296496 0.23027
0.423532 0.300169 0.224712
0.47375 0.296978 0.218458
0.545272 0.28462 0.229598
0.336422 0.345248 0.232216
0.428533 0.306466 0.219086
0.465059 0.314699 0.205245
0.479749 0.312341 0.205429
0.513459 0.294272 0.221501
0.538322 0.29966 0.216359
0.235365 0.455736 0.275514
0.353131 0.344905 0.222929
0.253006 0.507365 0.252344
0.326642 0.418824 0.207157
0.475843 0.298575 0.223528
0.505033 0.302994 0.222749
0.499613 0.314013 0.206711
0.537882 0.299603 0.229729
0.560492 0.307334 0.217059
0.588184 0.30053 0.230608
0.609231 0.323642 0.218317
0.633178 0.32654 0.226875
0.248812 0.485873 0.256843
0.38036 0.343341 0.210975
0.41433 0.337763 0.202115
0.410025 0.346393 0.199672
0.442679 0.340219 0.194741
0.495356 0.317098 0.212805
0.526333 0.308999 0.223752
0.54884 0.321754 0.212168
0.563744 0.337623 0.201431
0.594746 0.325814 0.221173
0.599904 0.336841 0.212013
0.304887 0.435908 0.21672
0.427571 0.337285 0.202096
0.436159 0.340242 0.200366
0.464432 0.339101 0.197485
0.48566 0.335221 0.201218
0.512554 0.333446 0.199366
0.539547 0.339875 0.201401
0.572731 0.334008 0.209784
0.586233 0.336853 0.209263
0.616363 0.35411 0.206863
0.630123 0.350925 0.213289
0.657439 0.349453 0.226211
0.287723 0.465228 0.224052
0.30899 0.465434 0.208913
0.374765 0.414558 0.184686
0.442309 0.360044 0.186118
0.4784 0.346623 0.192512
0.504944 0.347454 0.19568
0.52114 0.351195 0.191825
0.540025 0.351758 0.191344
0.570325 0.346743 0.202357
0.593928 0.351608 0.207244
0.624615 0.356239 0.214472
0.638324 0.369508 0.209603
0.327275 0.44681 0.200848
0.360332 0.418423 0.189767
0.34563 0.454966 0.18931
0.432684 0.378091 0.180509
0.47743 0.347419 0.198694
0.496008 0.353518 0.193672
0.535411 0.365475 0.186271
0.542585 0.380347 0.174367
0.560723 0.359354 0.195705
0.605533 0.416426 0.177031
0.626003 0.435451 0.180062
0.361532 0.42499 0.190814
0.41463 0.410541 0.176202
0.455432 0.3721 0.184669
0.465727 0.383434 0.175961
0.481889 0.402215 0.166976
0.534301 0.364871 0.192089
0.54394 0.367078 0.190986
0.567022 0.385418 0.180847
0.598482 0.375776 0.196148
0.612166 0.398746 0.188048
0.645801 0.44176 0.189046
0.379265 0.421246 0.185266
0.413752 0.427546 0.174595
0.442429 0.406192 0.172538
0.46779 0.381189 0.181111
0.488233 0.406972 0.166601
0.526244 0.388297 0.174309
0.564168 0.407784 0.172958
0.571173 0.385906 0.18511
0.599022 0.433653 0.173399
0.604861 0.473379 0.16732
0.365589 0.430415 0.190277
0.391863 0.438947 0.179518
0.409736 0.439822 0.171971
0.424033 0.449866 0.167382
0.46957 0.443618 0.160488
0.496012 0.406743 0.168131
0.52132 0.439009 0.161237
0.546662 0.408025 0.172449
0.579036 0.428578 0.170046
0.599792 0.458741 0.167939
0.617633 0.46721 0.17204
0.636544 0.48409 0.178215
0.45204 0.436447 0.165279
0.469625 0.427264 0.166672
0.505501 0.428642 0.165974
0.526733 0.418311 0.170713
0.569995 0.44229 0.168878
0.587906 0.463979 0.168525
0.606304 0.452862 0.173767
0.490812 0.420026 0.170826
0.552335 0.453286 0.164333
0.521436 0.425901 0.172966
0.358009 0.260806 0.287872
0.418168 0.266741 0.252301
0.423717 0.269073 0.248488
0.455908 0.281977 0.229947
0.494659 0.27085 0.235697
0.51467 0.262621 0.249262
0.534416 0.256012 0.254381
0.36794 0.286213 0.256527
0.379464 0.285522 0.251207
