9065 0.0145781
0.359491 0.209068 0.404456
0.409715 0.173971 0.453199
0.325942 0.340072 0.260599
0.410172 0.176686 0.451255
0.432347 0.167812 0.49772
0.429598 0.182288 0.543748
0.16178 0.425342 0.450441
0.267501 0.403938 0.263282
0.342713 0.222748 0.437446
0.204977 0.345302 0.593302
0.175876 0.426103 0.395234
0.243341 0.421818 0.275532
0.335416 0.232258 0.436111
0.423363 0.227129 0.579246
0.165573 0.399643 0.504371
0.241722 0.410666 0.282058
0.343648 0.372457 0.227417
0.33204 0.401964 0.209739
0.415933 0.173759 0.436771
0.196052 0.420875 0.345884
0.224606 0.429545 0.296067
0.264074 0.413822 0.256439
0.309517 0.26476 0.343089
0.429168 0.223151 0.559575
0.187723 0.442232 0.353265
0.324841 0.329321 0.266382
0.370921 0.199734 0.417458
0.431614 0.219128 0.550048
0.345758 0.409061 0.204304
0.318004 0.247251 0.38975
0.28464 0.339294 0.278191
0.306688 0.346334 0.259779
0.335971 0.242614 0.366638
0.406695 0.216459 0.546378
0.18269 0.386294 0.415816
0.315517 0.357005 0.243731
0.311892 0.26795 0.332587
0.337119 0.238198 0.375902
0.397441 0.177138 0.436716
0.451177 0.166774 0.462328
0.490578 0.258542 0.422753
0.187825 0.410105 0.375137
0.572277 0.33902 0.231946
0.165669 0.404086 0.484584
0.338659 0.255723 0.333465
0.369645 0.187772 0.458929
0.401106 0.180938 0.445467
0.422399 0.169722 0.433269
0.45639 0.204306 0.519935
0.483755 0.189663 0.45252
0.51862 0.185202 0.369872
0.539174 0.195515 0.366686
0.537926 0.319853 0.252782
0.22219 0.380276 0.327426
0.272774 0.377988 0.26763
0.253659 0.385886 0.284352
0.320313 0.380644 0.225752
0.376622 0.189005 0.433456
0.402348 0.17512 0.459789
0.445933 0.165138 0.448933
0.43631 0.164799 0.485529
0.482904 0.17547 0.395725
0.429521 0.163058 0.47831
0.183096 0.365308 0.562112
0.295837 0.368126 0.250105
0.308907 0.375371 0.236756
0.327717 0.346142 0.254374
0.320158 0.273343 0.314761
0.388516 0.186666 0.463389
0.423226 0.168844 0.462194
0.439355 0.163564 0.47525
0.422465 0.1672 0.526521
0.436132 0.231807 0.57898
0.449729 0.220986 0.592864
0.429333 0.174276 0.539528
0.320545 0.268183 0.678225
0.235185 0.316924 0.627576
0.17956 0.420162 0.38785
0.296861 0.379151 0.24384
0.318045 0.278392 0.317455
0.383754 0.196093 0.398616
0.41233 0.175058 0.476428
0.425365 0.181842 0.541496
0.416124 0.16789 0.485263
0.413906 0.17811 0.56454
0.376893 0.177987 0.440713
0.414208 0.180926 0.579548
0.172751 0.385646 0.526061
0.167124 0.435079 0.413879
0.167199 0.399113 0.493845
0.270405 0.394867 0.264982
0.320043 0.316056 0.271949
0.322607 0.231773 0.430046
0.419494 0.170777 0.501475
0.424439 0.181537 0.539777
0.415313 0.189553 0.574956
0.402017 0.175201 0.565138
0.585291 0.241681 0.282472
0.16746 0.423002 0.427511
0.220746 0.407385 0.313431
0.314765 0.391897 0.231597
0.330404 0.392797 0.221759
0.341219 0.383581 0.22861
0.402453 0.17536 0.520321
0.423355 0.168921 0.50627
0.430008 0.215073 0.575371
0.422799 0.223609 0.593687
0.410719 0.195261 0.605497
0.619149 0.340094 0.227683
0.179038 0.422006 0.387567
0.208905 0.426878 0.324876
0.260298 0.407796 0.271276
0.32915 0.385306 0.23495
0.348553 0.374542 0.236466
0.41334 0.174581 0.484903
0.432358 0.22526 0.557485
0.414582 0.214433 0.591799
0.413762 0.167937 0.503873
0.465872 0.338516 0.23295
0.17023 0.420189 0.426676
0.176479 0.438723 0.381724
0.199885 0.438135 0.331112
0.21061 0.433048 0.314991
0.293022 0.41055 0.232513
0.348368 0.381784 0.223033
0.330015 0.240907 0.423064
0.411252 0.173759 0.523177
0.412766 0.169353 0.488298
0.368496 0.265185 0.279555
0.57572 0.285404 0.24824
0.416474 0.307488 0.220009
0.258736 0.408273 0.26822
0.299786 0.402383 0.231804
0.354657 0.393652 0.221689
0.397751 0.185738 0.473207
0.41784 0.18611 0.559127
0.491752 0.273227 0.244956
0.381752 0.246335 0.318059
0.35172 0.392339 0.231533
0.42351 0.192946 0.557011
0.341195 0.22247 0.447288
0.239421 0.303104 0.379662
0.293944 0.295765 0.312459
0.296904 0.303646 0.304949
0.31627 0.305788 0.298607
0.3672 0.198448 0.444818
0.421825 0.18195 0.43283
0.37917 0.207319 0.557428
0.240809 0.328374 0.340476
0.251781 0.337617 0.315929
0.305401 0.299827 0.310226
0.32685 0.244278 0.37947
0.353696 0.210414 0.418823
0.445964 0.171255 0.462563
0.412177 0.212808 0.539247
0.421956 0.21108 0.53272
0.454222 0.196932 0.503716
0.470948 0.184955 0.4531
0.606119 0.318734 0.220491
0.175715 0.388327 0.459688
0.270555 0.343598 0.287207
0.292162 0.334835 0.275477
0.312735 0.341879 0.261183
0.332169 0.231888 0.405418
0.360969 0.235197 0.358924
0.425211 0.174484 0.42721
0.446902 0.170027 0.49615
0.464054 0.196846 0.488358
0.489682 0.184222 0.42501
0.516237 0.200431 0.403833
0.49585 0.188434 0.472461
0.213249 0.370503 0.35275
0.288312 0.330727 0.285155
0.301564 0.341259 0.27041
0.318082 0.346645 0.25808
0.356569 0.240027 0.354239
0.394879 0.187367 0.454116
0.374251 0.185538 0.430034
0.428636 0.169318 0.427837
0.459233 0.203788 0.501245
0.486179 0.173278 0.422866
0.4916 0.197439 0.398164
0.510051 0.176552 0.425794
0.701258 0.224243 0.557579
0.210315 0.376993 0.352879
0.27665 0.351532 0.279846
0.324383 0.36604 0.232454
0.329357 0.295929 0.292989
0.322369 0.271345 0.319654
0.381379 0.210973 0.359855
0.360955 0.189093 0.431133
0.421351 0.171318 0.421949
0.488388 0.178819 0.384052
0.473254 0.166754 0.446776
0.53424 0.205328 0.363232
0.54095 0.198765 0.373492
0.487343 0.166826 0.444535
0.188935 0.365279 0.545996
0.176739 0.385985 0.492927
0.260263 0.376849 0.282432
0.323506 0.371147 0.230377
0.32406 0.309392 0.286883
0.320767 0.284491 0.3046
0.402344 0.239237 0.317897
0.392011 0.179619 0.463643
0.405624 0.19052 0.367272
0.444683 0.163926 0.436977
0.507221 0.179725 0.370274
0.520132 0.188733 0.360182
0.545772 0.205277 0.356848
0.449953 0.193543 0.540747
0.412034 0.249749 0.635803
0.217773 0.385207 0.332349
0.280551 0.365806 0.269521
0.309433 0.367306 0.242767
0.326938 0.330342 0.270533
0.364137 0.305186 0.254916
0.376186 0.266292 0.300148
0.35841 0.188736 0.427575
0.419401 0.199229 0.347087
0.441635 0.176968 0.383754
0.408798 0.167143 0.475566
0.419376 0.165486 0.528069
0.468917 0.163897 0.467565
0.446615 0.222937 0.56335
0.457953 0.207938 0.59118
0.178127 0.407488 0.427853
0.175171 0.407957 0.43149
0.207881 0.405656 0.337335
0.304693 0.368278 0.252103
0.328344 0.322152 0.264209
0.342853 0.308881 0.259937
0.391758 0.180299 0.488455
0.386728 0.182782 0.476379
0.358582 0.219894 0.370872
0.347359 0.213976 0.380925
0.336667 0.209436 0.404349
0.417355 0.16254 0.491103
0.332368 0.206426 0.41429
0.416418 0.162697 0.54025
0.185696 0.373185 0.515691
0.16898 0.398057 0.48834
0.248209 0.394875 0.292395
0.247748 0.399937 0.284277
0.335412 0.330442 0.260235
0.340808 0.321928 0.249634
0.375225 0.278509 0.282618
0.370505 0.202285 0.381586
0.352773 0.204265 0.394235
0.4147 0.213999 0.594866
0.368546 0.250496 0.313963
0.34939 0.217691 0.384696
0.386329 0.217521 0.335733
0.440137 0.20771 0.600909
0.171396 0.405902 0.468456
0.184178 0.406394 0.398008
0.231176 0.398481 0.309637
0.270399 0.395246 0.269444
0.319335 0.384404 0.237477
0.33907 0.346949 0.246472
0.333158 0.301682 0.273974
0.38115 0.252527 0.307556
0.360411 0.219593 0.369948
0.419363 0.167901 0.483195
0.411516 0.17814 0.565919
0.409218 0.182676 0.592251
0.604577 0.235875 0.29579
0.652572 0.302604 0.293199
0.433832 0.20541 0.503806
0.190055 0.427698 0.36937
0.198165 0.425255 0.35111
0.277717 0.393804 0.267864
0.273229 0.401635 0.264614
0.344418 0.373931 0.221272
0.387348 0.211586 0.365379
0.392874 0.270325 0.272595
0.430296 0.167263 0.47004
0.352626 0.214491 0.382602
0.617263 0.288116 0.260791
0.61461 0.324281 0.245717
0.630396 0.310488 0.265017
0.205695 0.416218 0.359498
0.224463 0.421051 0.313959
0.282423 0.400505 0.261491
0.29045 0.397989 0.257378
0.33824 0.38802 0.235053
0.395994 0.231826 0.330204
0.384791 0.223868 0.355609
0.388357 0.179569 0.482701
0.458858 0.213311 0.307513
0.598881 0.270381 0.261686
0.552157 0.329291 0.19921
0.634055 0.35461 0.231477
0.243797 0.413206 0.293239
0.245573 0.411059 0.289215
0.311187 0.395431 0.240383
0.347027 0.386296 0.214761
0.317228 0.322212 0.263824
0.386675 0.283077 0.259456
0.371241 0.358113 0.210682
0.551978 0.267914 0.243843
0.489768 0.255878 0.249604
0.276175 0.406544 0.261612
0.360539 0.385113 0.229638
0.365134 0.194429 0.439831
0.384933 0.304554 0.243621
0.550078 0.273146 0.23856
0.571646 0.304216 0.258673
0.445666 0.250961 0.260348
0.391202 0.222309 0.353882
0.34462 0.242882 0.425789
0.369856 0.226452 0.414168
0.392529 0.213708 0.576082
0.377026 0.203637 0.569935
0.463441 0.213534 0.503615
0.284027 0.271874 0.352955
0.324135 0.250513 0.425368
0.377096 0.214562 0.416217
0.384386 0.194697 0.431042
0.436356 0.195043 0.537407
0.380682 0.204168 0.562739
0.452799 0.182945 0.466214
0.489851 0.189143 0.527126
0.464655 0.180372 0.529255
0.239679 0.296925 0.389617
0.29988 0.267933 0.353296
0.313724 0.262019 0.369361
0.375237 0.218606 0.413074
0.39413 0.190523 0.436164
0.418075 0.212979 0.55199
0.471849 0.181432 0.471552
0.444626 0.201172 0.51962
0.50686 0.190822 0.475063
0.500274 0.194841 0.489594
0.478073 0.180353 0.523275
0.183504 0.368573 0.44466
0.20312 0.361772 0.380891
0.262861 0.306158 0.330906
0.287999 0.295669 0.314204
0.329474 0.254976 0.360701
0.357181 0.216957 0.410313
0.42272 0.177133 0.424692
0.436939 0.17664 0.438027
0.475486 0.174242 0.455054
0.457345 0.19652 0.502851
0.491503 0.200123 0.399645
0.506612 0.188881 0.467353
0.48356 0.183997 0.502838
0.4698 0.186496 0.504775
0.249444 0.3104 0.613023
0.22591 0.323638 0.372966
0.281083 0.309119 0.305786
0.312682 0.302847 0.306059
0.345814 0.239665 0.37135
0.342349 0.224965 0.402098
0.397229 0.191834 0.38822
0.408817 0.178216 0.421014
0.480595 0.175884 0.448016
0.500631 0.194976 0.378123
0.524126 0.198139 0.404345
0.519664 0.191236 0.419046
0.502675 0.181852 0.452686
0.481885 0.169253 0.476789
0.3995 0.182876 0.440221
0.191814 0.379646 0.389517
0.190561 0.37613 0.403233
0.286001 0.321076 0.296579
0.316629 0.287318 0.323806
0.340272 0.276513 0.310048
0.353447 0.21137 0.416119
0.383937 0.187801 0.421431
0.417701 0.177235 0.402088
0.470684 0.17777 0.394667
