9065 0.0145781
0.537005 0.317211 0.434796
0.520325 0.311593 0.402866
0.350117 0.222272 0.482407
0.517851 0.305386 0.397676
0.529829 0.213634 0.617926
0.558864 0.241225 0.615651
0.251235 0.261259 0.550643
0.297237 0.223269 0.522983
0.499893 0.281688 0.42382
0.304834 0.243231 0.628614
0.24505 0.272628 0.440858
0.29136 0.291107 0.345613
0.504263 0.288569 0.423971
0.541997 0.243478 0.429392
0.350921 0.23271 0.664162
0.309474 0.224373 0.432182
0.363892 0.21769 0.565876
0.406349 0.180065 0.396052
0.496214 0.268826 0.543164
0.280453 0.289755 0.361735
0.281911 0.294414 0.348857
0.290251 0.256623 0.368232
0.449226 0.296393 0.455537
0.531793 0.238779 0.43987
0.251547 0.281826 0.4079
0.351433 0.224712 0.438956
0.538526 0.309075 0.447384
0.535757 0.241497 0.453399
0.359609 0.302688 0.250617
0.484104 0.277379 0.395583
0.319239 0.236908 0.490868
0.383463 0.252293 0.46651
0.489212 0.295073 0.37681
0.56017 0.257956 0.523247
0.282933 0.29031 0.386006
0.365127 0.248616 0.48946
0.407692 0.286694 0.488268
0.488481 0.289136 0.376509
0.499137 0.260006 0.564828
0.52421 0.30425 0.460031
0.500195 0.297474 0.265656
0.263001 0.287378 0.368127
0.437398 0.205538 0.321865
0.245764 0.262981 0.517452
0.455687 0.310022 0.433539
0.520713 0.288281 0.396161
0.518573 0.309983 0.395998
0.470009 0.240709 0.589421
0.503319 0.23093 0.493608
0.429869 0.250427 0.553252
0.34154 0.226155 0.627374
0.400636 0.193857 0.59535
0.462614 0.241305 0.268038
0.314707 0.252645 0.379321
0.307721 0.233456 0.505514
0.312676 0.223987 0.501271
0.309821 0.221017 0.565674
0.53017 0.285671 0.506036
0.517357 0.291535 0.398631
0.472307 0.269472 0.540547
0.536388 0.253285 0.477189
0.320821 0.238024 0.608327
0.540121 0.273439 0.433362
0.293071 0.249165 0.629098
0.301383 0.237684 0.513035
0.315391 0.238018 0.531704
0.356303 0.229078 0.489495
0.40244 0.272165 0.485491
0.516027 0.291488 0.426465
0.523527 0.30137 0.408289
0.54199 0.2799 0.427737
0.464435 0.200326 0.628625
0.51363 0.208461 0.426521
0.484973 0.228813 0.506061
0.48699 0.207184 0.653514
0.426246 0.209471 0.652343
0.364074 0.226714 0.651919
0.27001 0.287981 0.388101
0.294373 0.236233 0.521957
0.419044 0.268237 0.475042
0.475494 0.239954 0.592165
0.524561 0.290428 0.438301
0.549009 0.229491 0.635119
0.533947 0.268893 0.449162
0.466835 0.207561 0.651
0.427884 0.207603 0.625209
0.526361 0.212371 0.650859
0.337837 0.23623 0.662114
0.243425 0.26833 0.491915
0.247507 0.265888 0.494437
0.304879 0.225016 0.515772
0.391882 0.25285 0.416265
0.483195 0.267709 0.417985
0.533295 0.210296 0.632824
0.546339 0.22504 0.638503
0.554663 0.245875 0.606236
0.464639 0.201626 0.619264
0.622031 0.179582 0.430416
0.321621 0.240542 0.652066
0.315262 0.236976 0.402036
0.354258 0.199805 0.586396
0.377986 0.183465 0.546593
0.387834 0.193561 0.572169
0.478218 0.205631 0.645705
0.500642 0.21024 0.646581
0.561679 0.258204 0.493936
0.55162 0.250023 0.456549
0.596823 0.275952 0.555351
0.416555 0.202285 0.356344
0.266809 0.286662 0.390121
0.301337 0.289084 0.353465
0.306408 0.218628 0.486472
0.37318 0.199654 0.57772
0.368195 0.195252 0.564872
0.533217 0.283801 0.442338
0.516169 0.225258 0.430331
0.586528 0.294992 0.501236
0.515086 0.21137 0.639467
0.414794 0.179058 0.426161
0.239876 0.272128 0.453613
