9065 0.0145781
0.501274 0.308944 0.538602
0.485428 0.278318 0.493527
0.339335 0.273988 0.650715
0.482368 0.267905 0.484784
0.477552 0.309202 0.755168
0.497579 0.334615 0.745118
0.265294 0.353884 0.712972
0.295381 0.290106 0.683574
0.473797 0.262146 0.518267
0.303788 0.382671 0.760017
0.257824 0.295713 0.632563
0.272705 0.260778 0.500389
0.478104 0.268714 0.518785
0.50118 0.217974 0.512724
0.334762 0.38067 0.782741
0.300209 0.235714 0.580914
0.360359 0.315571 0.727384
0.359388 0.182962 0.539247
0.461229 0.333223 0.676921
0.269054 0.260689 0.521724
0.266911 0.264806 0.523253
0.278406 0.233717 0.498977
0.441975 0.304875 0.581943
0.492776 0.220322 0.526491
0.258712 0.302601 0.648978
0.335746 0.247107 0.599029
0.501957 0.307472 0.551059
0.498177 0.2286 0.540671
0.304955 0.247015 0.361259
0.452828 0.24674 0.487937
0.31765 0.28576 0.646506
0.376878 0.283348 0.614127
0.453333 0.253729 0.464141
0.5143 0.28952 0.63448
0.272117 0.276775 0.56004
0.360383 0.297801 0.64368
0.403198 0.320979 0.633153
0.452021 0.248696 0.463168
0.458317 0.333572 0.701734
0.493825 0.313895 0.567611
0.452168 0.242533 0.325839
0.252574 0.266511 0.558964
0.384223 0.178247 0.428608
0.264199 0.335104 0.697165
0.447903 0.302384 0.552345
0.483679 0.248998 0.477308
0.482397 0.27184 0.484033
0.435539 0.335008 0.732676
0.473895 0.253823 0.593508
0.411889 0.33172 0.702337
0.34203 0.359741 0.767033
0.405335 0.270697 0.734976
0.419405 0.196788 0.34771
0.304307 0.23631 0.51196
0.307714 0.290375 0.662348
0.309587 0.28264 0.663879
0.311005 0.330145 0.730412
0.49185 0.322338 0.624697
0.481787 0.254055 0.482131
0.447201 0.332338 0.676697
0.503531 0.256832 0.570948
0.324941 0.369937 0.747828
0.504512 0.249024 0.517371
0.29102 0.395596 0.760393
0.303358 0.297091 0.66872
0.316296 0.316571 0.690779
0.34728 0.283715 0.654248
0.39775 0.308757 0.628777
0.487294 0.270837 0.519185
0.489095 0.268698 0.495958
0.505757 0.252072 0.511042
0.443912 0.308103 0.76802
0.465828 0.194038 0.526628
0.458952 0.263535 0.615897
0.477692 0.346269 0.803251
0.412861 0.351411 0.795595
0.359812 0.36706 0.778294
0.260546 0.280459 0.583533
0.297183 0.300425 0.678996
0.411473 0.294591 0.612345
0.439025 0.335516 0.734872
0.494723 0.276647 0.532672
0.497155 0.336835 0.766663
0.500913 0.255671 0.538052
0.450647 0.350536 0.801453
0.421077 0.316139 0.770126
0.496205 0.340994 0.793237
0.319407 0.389856 0.778649
0.26183 0.32783 0.68872
0.268411 0.319907 0.679258
0.303194 0.289795 0.677596
0.378034 0.25392 0.550522
0.456251 0.248518 0.514455
0.479173 0.318021 0.771936
0.496345 0.336201 0.772615
0.495561 0.334477 0.73583
0.443816 0.298305 0.756025
0.572935 0.161569 0.547995
0.308358 0.390696 0.771419
0.305648 0.232202 0.543648
0.358197 0.298231 0.746216
